request	task	batch_serial	mode	entry	image	image_ordinal	chunk_ordinal	slice	tensor	chunk_row_first	n_tokens	chunk_n_tokens	tensor_row_first	byte_first	byte_last_p1	source	buffer	graph_offset	digest	rowchain	expected_rowchain	rowchain_holds	contiguous
4	155	6	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	26	mtmd_embd_dev	800	16	816	800	6553600	6684672	device	CUDA0	800	b171539ec909f368	e540e244258f80e2	e540e244258f80e2	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	1	mtmd_embd_dev	0	32	816	0	0	262144	device	CUDA0	0	e269c1ac430ce575	3f06ea84b80f1b90	3f06ea84b80f1b90	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	2	mtmd_embd_dev	32	32	816	32	262144	524288	device	CUDA0	32	638135a9e27983b0	e821d64eaaeeedfa	e821d64eaaeeedfa	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	3	mtmd_embd_dev	64	32	816	64	524288	786432	device	CUDA0	64	d64bf2eda0422481	d1a4f8f21ab5ce79	d1a4f8f21ab5ce79	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	4	mtmd_embd_dev	96	32	816	96	786432	1048576	device	CUDA0	96	9f559150f489824b	0d6376bd35786d15	0d6376bd35786d15	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	5	mtmd_embd_dev	128	32	816	128	1048576	1310720	device	CUDA0	128	4920e9a5c80ad375	b3f52700c7d4e5f5	b3f52700c7d4e5f5	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	6	mtmd_embd_dev	160	32	816	160	1310720	1572864	device	CUDA0	160	ecd8671549102021	ef71e83a630c7f48	ef71e83a630c7f48	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	7	mtmd_embd_dev	192	32	816	192	1572864	1835008	device	CUDA0	192	a240b7bb0e65ca2a	ecddd9cc7fea9bad	ecddd9cc7fea9bad	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	8	mtmd_embd_dev	224	32	816	224	1835008	2097152	device	CUDA0	224	517f5813fbec10e2	d0d96466dee9bbc5	d0d96466dee9bbc5	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	9	mtmd_embd_dev	256	32	816	256	2097152	2359296	device	CUDA0	256	c49f19eeaf576cfe	91ce2fad74b9d43a	91ce2fad74b9d43a	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	10	mtmd_embd_dev	288	32	816	288	2359296	2621440	device	CUDA0	288	4adc1d8f9e375843	fee0084e032f7dd2	fee0084e032f7dd2	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	11	mtmd_embd_dev	320	32	816	320	2621440	2883584	device	CUDA0	320	ec77c14d19b925ae	f99cde2c1179dfdc	f99cde2c1179dfdc	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	12	mtmd_embd_dev	352	32	816	352	2883584	3145728	device	CUDA0	352	ce304c631905ee5f	568d36c841f94b43	568d36c841f94b43	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	13	mtmd_embd_dev	384	32	816	384	3145728	3407872	device	CUDA0	384	7e47cc74f22db9ca	bbfa7cdf5e6698ef	bbfa7cdf5e6698ef	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	14	mtmd_embd_dev	416	32	816	416	3407872	3670016	device	CUDA0	416	30547a21a3b15195	df1cb631c0d65959	df1cb631c0d65959	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	15	mtmd_embd_dev	448	32	816	448	3670016	3932160	device	CUDA0	448	ceb707190d7988b3	49247261506c2455	49247261506c2455	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	16	mtmd_embd_dev	480	32	816	480	3932160	4194304	device	CUDA0	480	2b8ca4ca8d2b5bdf	02d0320a6e1a8c4c	02d0320a6e1a8c4c	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	17	mtmd_embd_dev	512	32	816	512	4194304	4456448	device	CUDA0	512	a0ce83f870c88119	57a9c16c4fc0b81f	57a9c16c4fc0b81f	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	18	mtmd_embd_dev	544	32	816	544	4456448	4718592	device	CUDA0	544	8adcf1e475e8ad57	9a6cd3d0979c9ca6	9a6cd3d0979c9ca6	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	19	mtmd_embd_dev	576	32	816	576	4718592	4980736	device	CUDA0	576	4709e50d546d039f	76e0b5ff27e690ad	76e0b5ff27e690ad	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	20	mtmd_embd_dev	608	32	816	608	4980736	5242880	device	CUDA0	608	5e78527c4df4f104	c7db06aa7c9cafa3	c7db06aa7c9cafa3	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	21	mtmd_embd_dev	640	32	816	640	5242880	5505024	device	CUDA0	640	59a81a8c715ca706	006cb54480e84d44	006cb54480e84d44	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	22	mtmd_embd_dev	672	32	816	672	5505024	5767168	device	CUDA0	672	863bb8e3fa10d5c6	34c258d6e5911716	34c258d6e5911716	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	23	mtmd_embd_dev	704	32	816	704	5767168	6029312	device	CUDA0	704	73a3b3ea443fef7b	356b6e8564404e69	356b6e8564404e69	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	24	mtmd_embd_dev	736	32	816	736	6029312	6291456	device	CUDA0	736	f84048eec4a1bfa1	dca1237580c05eab	dca1237580c05eab	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	25	mtmd_embd_dev	768	32	816	768	6291456	6553600	device	CUDA0	768	3dc11d126801ed31	f94ea7d11f484c39	f94ea7d11f484c39	yes	yes
5	206	7	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	26	mtmd_embd_dev	800	16	816	800	6553600	6684672	device	CUDA0	800	b171539ec909f368	e540e244258f80e2	e540e244258f80e2	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	1	mtmd_embd_dev	0	32	570	0	0	262144	device	CUDA0	0	02c6842700046c95	ee79ddee10ee44d6	ee79ddee10ee44d6	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	2	mtmd_embd_dev	32	32	570	32	262144	524288	device	CUDA0	32	e0afd478ca33a131	f2225f3d36bb30b0	f2225f3d36bb30b0	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	3	mtmd_embd_dev	64	32	570	64	524288	786432	device	CUDA0	64	953f0b99aeb7c420	30d7840d6982a459	30d7840d6982a459	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	4	mtmd_embd_dev	96	32	570	96	786432	1048576	device	CUDA0	96	e076c3165a38d08a	9670c2d6c7961884	9670c2d6c7961884	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	5	mtmd_embd_dev	128	32	570	128	1048576	1310720	device	CUDA0	128	9127c4ae25a651c2	19803b9113c42f3c	19803b9113c42f3c	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	6	mtmd_embd_dev	160	32	570	160	1310720	1572864	device	CUDA0	160	941b3aea3c2e9fe2	e7d5b3adb2819025	e7d5b3adb2819025	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	7	mtmd_embd_dev	192	32	570	192	1572864	1835008	device	CUDA0	192	0e24b4c255e3cb11	f74466e354b8e696	f74466e354b8e696	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	8	mtmd_embd_dev	224	32	570	224	1835008	2097152	device	CUDA0	224	1aa4a9d0edfd3634	a8b7ee0f8d5ba7a7	a8b7ee0f8d5ba7a7	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	9	mtmd_embd_dev	256	32	570	256	2097152	2359296	device	CUDA0	256	22ce7eca14486d06	462590a020e52ca2	462590a020e52ca2	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	10	mtmd_embd_dev	288	32	570	288	2359296	2621440	device	CUDA0	288	52c8b98b01b583df	69776a25cda11d04	69776a25cda11d04	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	11	mtmd_embd_dev	320	32	570	320	2621440	2883584	device	CUDA0	320	5e99e0b6bb5251e6	ec6670e7e3bcff37	ec6670e7e3bcff37	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	12	mtmd_embd_dev	352	32	570	352	2883584	3145728	device	CUDA0	352	e83fe7a716b877e2	c10e1c521aee6121	c10e1c521aee6121	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	13	mtmd_embd_dev	384	32	570	384	3145728	3407872	device	CUDA0	384	70fcb972418fa86f	fa047085ac790b0f	fa047085ac790b0f	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	14	mtmd_embd_dev	416	32	570	416	3407872	3670016	device	CUDA0	416	3238b47a6d754a4a	388dacfa5d794ebf	388dacfa5d794ebf	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	15	mtmd_embd_dev	448	32	570	448	3670016	3932160	device	CUDA0	448	8a0df39752af1cd7	9ad0592f52c67e5b	9ad0592f52c67e5b	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	16	mtmd_embd_dev	480	32	570	480	3932160	4194304	device	CUDA0	480	91ce9196024317b1	29d7c1ee20f0a408	29d7c1ee20f0a408	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	17	mtmd_embd_dev	512	32	570	512	4194304	4456448	device	CUDA0	512	f9644a960c0b77e7	d080bd0074af1b5e	d080bd0074af1b5e	yes	yes
5	206	8	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	18	mtmd_embd_dev	544	26	570	544	4456448	4669440	device	CUDA0	544	9ed263c8a57b7adc	b2f6f7844b320c5d	b2f6f7844b320c5d	yes	yes
6	258	9	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	1	mtmd_embd_dev	0	32	88	0	0	262144	device	CUDA0	0	642ad80e184c25fd	312ec2e60d729ea5	312ec2e60d729ea5	yes	yes
6	258	9	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	2	mtmd_embd_dev	32	32	88	32	262144	524288	device	CUDA0	32	1549f48d7534a69e	50759b865e9f6ddf	50759b865e9f6ddf	yes	yes
6	258	9	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	3	mtmd_embd_dev	64	24	88	64	524288	720896	device	CUDA0	64	5ca8381c38e5a5a9	bfabff269a89a2a4	bfabff269a89a2a4	yes	yes
7	309	10	device	0	316ffbf8b50f6fa9e97b91450254af8b8e240fe9afee8d72e3535683746e3fd9	1	1	1	mtmd_embd_dev	0	32	45	0	0	262144	device	CUDA0	0	c6fbd673829f9c37	81f20db4d615f019	81f20db4d615f019	yes	yes
7	309	10	device	0	316ffbf8b50f6fa9e97b91450254af8b8e240fe9afee8d72e3535683746e3fd9	1	1	2	mtmd_embd_dev	32	13	45	32	262144	368640	device	CUDA0	32	e65f8fd782429c20	651a63b6bad3c36d	651a63b6bad3c36d	yes	yes
7	309	11	device	0	f0a18ed9e0ccdda83651b89c7558d69715b8befbc1d7166c0e8b71aef3c50c48	2	1	1	mtmd_embd_dev	0	32	45	0	0	262144	device	CUDA0	0	66a3de1a94e68c1f	ecd10db350cc1499	ecd10db350cc1499	yes	yes
7	309	11	device	0	f0a18ed9e0ccdda83651b89c7558d69715b8befbc1d7166c0e8b71aef3c50c48	2	1	2	mtmd_embd_dev	32	13	45	32	262144	368640	device	CUDA0	32	0f6f94fbeec23098	9fc4e928d275ba5f	9fc4e928d275ba5f	yes	yes
8	361	12	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	1	mtmd_embd_dev	0	32	88	0	0	262144	device	CUDA0	0	642ad80e184c25fd	312ec2e60d729ea5	312ec2e60d729ea5	yes	yes
8	361	12	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	2	mtmd_embd_dev	32	32	88	32	262144	524288	device	CUDA0	32	1549f48d7534a69e	50759b865e9f6ddf	50759b865e9f6ddf	yes	yes
8	361	12	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	3	mtmd_embd_dev	64	24	88	64	524288	720896	device	CUDA0	64	5ca8381c38e5a5a9	bfabff269a89a2a4	bfabff269a89a2a4	yes	yes
8	361	13	device	0	e3c5a55ce72132240d7bdb3920c09caa210777a824e2fd7c7ad37eca07a11c5c	2	1	1	mtmd_embd_dev	0	32	60	0	0	262144	device	CUDA0	0	7ce18576ff095fdc	8bac913432647039	8bac913432647039	yes	yes
8	361	13	device	0	e3c5a55ce72132240d7bdb3920c09caa210777a824e2fd7c7ad37eca07a11c5c	2	1	2	mtmd_embd_dev	32	28	60	32	262144	491520	device	CUDA0	32	a99c8e4d05ce9531	2c32a1f6044b7a6e	2c32a1f6044b7a6e	yes	yes
9	413	14	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	1	mtmd_embd_dev	0	32	816	0	0	262144	device	CUDA0	0	e269c1ac430ce575	3f06ea84b80f1b90	3f06ea84b80f1b90	yes	yes
9	413	14	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	2	mtmd_embd_dev	32	32	816	32	262144	524288	device	CUDA0	32	638135a9e27983b0	e821d64eaaeeedfa	e821d64eaaeeedfa	yes	yes
9	413	14	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	3	mtmd_embd_dev	64	32	816	64	524288	786432	device	CUDA0	64	d64bf2eda0422481	d1a4f8f21ab5ce79	d1a4f8f21ab5ce79	yes	yes
9	413	14	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	4	mtmd_embd_dev	96	32	816	96	786432	1048576	device	CUDA0	96	9f559150f489824b	0d6376bd35786d15	0d6376bd35786d15	yes	yes
9	413	14	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	5	mtmd_embd_dev	128	32	816	128	1048576	1310720	device	CUDA0	128	4920e9a5c80ad375	b3f52700c7d4e5f5	b3f52700c7d4e5f5	yes	yes
9	413	14	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	6	mtmd_embd_dev	160	32	816	160	1310720	1572864	device	CUDA0	160	ecd8671549102021	ef71e83a630c7f48	ef71e83a630c7f48	yes	yes
9	413	14	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	7	mtmd_embd_dev	192	32	816	192	1572864	1835008	device	CUDA0	192	a240b7bb0e65ca2a	ecddd9cc7fea9bad	ecddd9cc7fea9bad	yes	yes
